bare,NUMPY,133.839607
bare,NUMPY,99.493265
bare,NUMPY,91.925383
bare,NUMPY,91.491699
bare,NUMPY,127.563
bare,NUMPY,92.119694
bare,NUMPY,114.203453
bare,NUMPY,132.559776
bare,NUMPY,172.489405
bare,NUMPY,98.888636
bare,NUMPY,131.67119
bare,NUMPY,92.011929
bare,NUMPY,101.302862
bare,NUMPY,91.423512
bare,NUMPY,172.595978
bare,NUMPY,96.25721
bare,NUMPY,142.31348
bare,NUMPY,112.486362
bare,NUMPY,92.155218
bare,NUMPY,91.418982
bare,NUMPY,91.546535
bare,NUMPY,91.696739
bare,NUMPY,129.055977
bare,NUMPY,91.584682
bare,NUMPY,91.744661
bare,NUMPY,91.227055
bare,NUMPY,119.601965
bare,NUMPY,91.224909
bare,NUMPY,104.215622
bare,NUMPY,98.506451
bare,NUMPY,174.184322
bare,NUMPY,130.534649
bare,NUMPY,91.344595
bare,NUMPY,108.744144
bare,NUMPY,99.5965
bare,NUMPY,100.162745
bare,NUMPY,91.034174
bare,NUMPY,126.116753
bare,NUMPY,139.484167
bare,NUMPY,116.868019
bare,NUMPY,91.486931
bare,NUMPY,97.845316
bare,NUMPY,138.22484
bare,NUMPY,91.457129
bare,NUMPY,91.466427
bare,NUMPY,91.534376
bare,NUMPY,91.921329
bare,NUMPY,91.496944
bare,NUMPY,101.125002
bare,NUMPY,91.879845
bare,NUMPY,91.646433
bare,NUMPY,92.130423
bare,NUMPY,91.545105
bare,NUMPY,92.159748
bare,NUMPY,100.843906
bare,NUMPY,91.446161
bare,NUMPY,91.664076
bare,NUMPY,100.677013
bare,NUMPY,91.340065
bare,NUMPY,91.556311
bare,NUMPY,91.58659
bare,NUMPY,161.900997
bare,NUMPY,91.442585
bare,NUMPY,128.796339
bare,NUMPY,91.765404
bare,NUMPY,109.815598
bare,NUMPY,91.411352
bare,NUMPY,91.726065
bare,NUMPY,91.517925
bare,NUMPY,91.430426
bare,NUMPY,101.591825
bare,NUMPY,171.128035
bare,NUMPY,131.563902
bare,NUMPY,98.804712
bare,NUMPY,92.125177
bare,NUMPY,92.429161
bare,NUMPY,92.34786
bare,NUMPY,92.004299
bare,NUMPY,142.133474
bare,NUMPY,92.273712
bare,NUMPY,92.354059
bare,NUMPY,92.377424
bare,NUMPY,122.315407
bare,NUMPY,142.085075
bare,NUMPY,91.815948
bare,NUMPY,91.783047
bare,NUMPY,92.04793
bare,NUMPY,119.858503
bare,NUMPY,175.666809
bare,NUMPY,133.64768
bare,NUMPY,91.333866
bare,NUMPY,105.360985
bare,NUMPY,91.597795
bare,NUMPY,170.788765
bare,NUMPY,174.320221
bare,NUMPY,102.022171
bare,NUMPY,91.90917
bare,NUMPY,156.851768
bare,NUMPY,133.081913
bare,NUMPY,172.971487
runc_host_tmpfs,NUMPY,241.957903
runc_host_tmpfs,NUMPY,239.220381
runc_host_tmpfs,NUMPY,312.679291
runc_host_tmpfs,NUMPY,294.189453
runc_host_tmpfs,NUMPY,238.023281
runc_host_tmpfs,NUMPY,241.382122
runc_host_tmpfs,NUMPY,239.193916
runc_host_tmpfs,NUMPY,243.31665
runc_host_tmpfs,NUMPY,277.73571
runc_host_tmpfs,NUMPY,228.720903
runc_host_tmpfs,NUMPY,214.37335
runc_host_tmpfs,NUMPY,231.924534
runc_host_tmpfs,NUMPY,279.766321
runc_host_tmpfs,NUMPY,284.180641
runc_host_tmpfs,NUMPY,238.499641
runc_host_tmpfs,NUMPY,234.229803
runc_host_tmpfs,NUMPY,233.613014
runc_host_tmpfs,NUMPY,285.605669
runc_host_tmpfs,NUMPY,222.172499
runc_host_tmpfs,NUMPY,243.10708
runc_host_tmpfs,NUMPY,240.636587
runc_host_tmpfs,NUMPY,240.621328
runc_host_tmpfs,NUMPY,245.516777
runc_host_tmpfs,NUMPY,243.005037
runc_host_tmpfs,NUMPY,239.183664
runc_host_tmpfs,NUMPY,245.952606
runc_host_tmpfs,NUMPY,239.691734
runc_host_tmpfs,NUMPY,226.045132
runc_host_tmpfs,NUMPY,232.465029
runc_host_tmpfs,NUMPY,205.679893
runc_host_tmpfs,NUMPY,276.193619
runc_host_tmpfs,NUMPY,256.103277
runc_host_tmpfs,NUMPY,235.492468
runc_host_tmpfs,NUMPY,193.753958
runc_host_tmpfs,NUMPY,234.729528
runc_host_tmpfs,NUMPY,242.971659
runc_host_tmpfs,NUMPY,277.660608
runc_host_tmpfs,NUMPY,236.292839
runc_host_tmpfs,NUMPY,236.374378
runc_host_tmpfs,NUMPY,241.865158
runc_host_tmpfs,NUMPY,231.593609
runc_host_tmpfs,NUMPY,238.645792
runc_host_tmpfs,NUMPY,234.429359
runc_host_tmpfs,NUMPY,236.55057
runc_host_tmpfs,NUMPY,250.328302
runc_host_tmpfs,NUMPY,238.344908
runc_host_tmpfs,NUMPY,241.178989
runc_host_tmpfs,NUMPY,232.912779
runc_host_tmpfs,NUMPY,277.776003
runc_host_tmpfs,NUMPY,232.109785
runc_host_tmpfs,NUMPY,243.228912
runc_host_tmpfs,NUMPY,262.51626
runc_host_tmpfs,NUMPY,278.919697
runc_host_tmpfs,NUMPY,231.853008
runc_host_tmpfs,NUMPY,231.397867
runc_host_tmpfs,NUMPY,242.993116
runc_host_tmpfs,NUMPY,232.528448
runc_host_tmpfs,NUMPY,240.072727
runc_host_tmpfs,NUMPY,230.448961
runc_host_tmpfs,NUMPY,238.062143
runc_host_tmpfs,NUMPY,232.368469
runc_host_tmpfs,NUMPY,234.686613
runc_host_tmpfs,NUMPY,265.6672
runc_host_tmpfs,NUMPY,233.484983
runc_host_tmpfs,NUMPY,235.906839
runc_host_tmpfs,NUMPY,263.534307
runc_host_tmpfs,NUMPY,281.099796
runc_host_tmpfs,NUMPY,241.307497
runc_host_tmpfs,NUMPY,254.797697
runc_host_tmpfs,NUMPY,188.942671
runc_host_tmpfs,NUMPY,229.323387
runc_host_tmpfs,NUMPY,232.126474
runc_host_tmpfs,NUMPY,232.192039
runc_host_tmpfs,NUMPY,280.767202
runc_host_tmpfs,NUMPY,240.457773
runc_host_tmpfs,NUMPY,235.727549
runc_host_tmpfs,NUMPY,239.153624
runc_host_tmpfs,NUMPY,226.877451
runc_host_tmpfs,NUMPY,232.818127
runc_host_tmpfs,NUMPY,232.254267
runc_host_tmpfs,NUMPY,232.732534
runc_host_tmpfs,NUMPY,205.786943
runc_host_tmpfs,NUMPY,206.799984
runc_host_tmpfs,NUMPY,260.375977
runc_host_tmpfs,NUMPY,220.736504
runc_host_tmpfs,NUMPY,234.737158
runc_host_tmpfs,NUMPY,255.264521
runc_host_tmpfs,NUMPY,229.900837
runc_host_tmpfs,NUMPY,237.861395
runc_host_tmpfs,NUMPY,239.068985
runc_host_tmpfs,NUMPY,218.628645
runc_host_tmpfs,NUMPY,280.072212
runc_host_tmpfs,NUMPY,235.554934
runc_host_tmpfs,NUMPY,234.453678
runc_host_tmpfs,NUMPY,277.451277
runc_host_tmpfs,NUMPY,234.870195
runc_host_tmpfs,NUMPY,241.668701
runc_host_tmpfs,NUMPY,234.306335
